name,POS,Team,Games,Min,FG%,FGM,FGA,FT%,FTM,FTA,3PM,PTS,TREB,AST,STL,BLK,TO
Elfrid Payton,PG,PHX,40,14.2,0.439,2.6,5.9,0.706,0.7,1.0,0.2,6.1,2.0,1.9,0.4,0.1,1.0
Edmond Sumner,"PG,SG",IND,38,9.2,0.528,1.6,3.0,0.8109999999999999,0.7,0.9,0.4,4.2,1.0,0.5,0.3,0.1,0.6
Jarrett Culver,"PG,SG",MEM,30,13.1,0.409,1.9,4.7,0.647,0.9,1.3,0.4,5.1,3.0,0.7,0.5,0.3,0.8
Garrett Temple,"PG,SG",NOP,40,12.4,0.411,1.3,3.1,0.78,0.3,0.4,0.6,3.5,1.3,1.0,0.4,0.2,0.5
Yuta Watanabe,"SF,PF",TOR,20,9.0,0.455,1.4,3.0,0.7829999999999999,0.5,0.7,0.3,3.7,1.9,0.5,0.3,0.2,0.2
Corey Kispert,"SG,SF",WAS,44,12.4,0.424,2.1,5.0,0.804,0.5,0.6,1.1,5.8,1.4,0.5,0.2,0.1,0.9
Tre Jones,PG,SAS,60,10.1,0.474,1.4,2.9,1.0,0.7,0.7,0.1,3.5,0.8,1.5,0.3,0.0,0.6
Leandro Bolmaro,SF,MIN,30,10.0,0.434,1.4,3.1,0.802,0.7,0.8,0.4,3.8,1.1,1.5,0.4,0.1,1.4
Jalen Johnson,SF,ATL,20,10.1,0.453,1.1,2.5,0.652,0.5,0.7,0.1,2.8,2.8,0.4,0.3,0.4,0.8
Jahlil Okafor,C,BKN,8,10.4,0.621,1.9,3.0,0.6579999999999999,0.5,0.7,0.1,4.3,1.9,0.4,0.2,0.2,0.6
Jock Landale,C,SAS,40,10.1,0.474,1.9,4.0,0.725,0.5,0.7,0.1,4.4,2.6,0.7,0.2,0.2,0.8
Marko Simonovic,C,CHI,30,10.0,0.459,1.5,3.2,0.782,0.7,0.9,0.3,3.9,2.2,0.4,0.2,0.2,0.7
Miye Oni,SG,UTA,34,10.0,0.374,1.1,2.9,0.804,0.4,0.5,0.6,3.2,1.6,0.4,0.4,0.2,0.4
James Johnson,"PF,C",BKN,30,10.5,0.452,1.2,2.7,0.623,0.4,0.6,0.2,3.0,1.7,0.7,0.3,0.3,0.4
Cameron Thomas,SG,BKN,62,16.8,0.411,2.7,6.5,0.838,0.7,0.8,1.0,7.0,1.1,0.4,0.2,0.1,1.1
Solomon Hill,"SG,SF",ATL,40,12.5,0.359,0.9,2.5,0.7070000000000001,0.3,0.4,0.6,2.6,1.8,0.6,0.4,0.1,0.4
Zach Collins,"PF,C",SAS,10,10.0,0.468,1.1,2.4,0.7040000000000001,0.2,0.3,0.2,2.6,2.4,0.6,0.2,0.2,0.5
Semi Ojeleye,"SF,PF",MIL,58,14.0,0.401,1.3,3.3,0.6729999999999999,0.3,0.5,0.8,3.8,2.1,0.6,0.3,0.0,0.3
Lamar Stevens,SF,CLE,30,10.1,0.469,1.3,2.7,0.6920000000000001,0.7,1.0,0.1,3.3,1.9,0.5,0.3,0.2,0.5
Jake Layman,"SF,PF",MIN,10,10.0,0.448,1.6,3.6,0.703,0.5,0.6,0.5,4.1,1.1,0.3,0.3,0.2,0.5
KZ Okpala,SF,MIA,57,14.1,0.386,1.2,3.0,0.489,0.2,0.5,0.4,2.9,2.1,0.6,0.4,0.4,0.5
Jaden Springer,SG,PHI,28,11.0,0.418,1.4,3.3,0.804,0.8,1.0,0.2,3.8,1.4,1.0,0.3,0.1,1.0
Anthony Tolliver,"SF,PF",PHI,40,12.5,0.252,0.6,2.2,0.831,0.7,0.8,0.6,2.1,1.3,0.3,0.4,0.3,0.4
Jared Butler,SG,UTA,30,10.0,0.417,1.0,2.4,0.75,0.3,0.4,0.7,3.0,1.0,1.0,0.3,0.0,0.9
Bol Bol,"PF,C",DEN,30,8.1,0.444,1.3,2.9,0.608,0.5,0.8,0.5,3.5,1.3,0.3,0.2,0.5,0.6
Keon Johnson,SF,LAC,20,10.0,0.413,1.6,3.8,0.6779999999999999,0.6,0.9,0.3,4.1,1.8,1.1,0.3,0.1,1.0
Josh Green,"SG,SF",DAL,58,12.1,0.459,1.2,2.6,0.5,0.3,0.6,0.1,2.8,2.1,0.7,0.4,0.1,0.4
Trey Lyles,"PF,C",DET,30,8.0,0.455,1.0,2.2,0.7140000000000001,0.3,0.4,0.2,2.5,2.5,0.3,0.1,0.1,0.2
Rondae Hollis-Jefferson,"SF,PF",FA,40,11.1,0.503,0.9,1.8,0.535,0.9,1.7,0.0,2.9,2.8,1.4,0.2,0.5,0.2
Juancho Hernangomez,"PF,C",MEM,10,8.1,0.4320000000000001,1.5,3.4,0.627,0.7,1.1,0.6,4.2,2.3,0.4,0.2,0.1,0.3
Sekou Doumbouya,"SF,PF",BKN,20,8.0,0.446,1.3,2.9,0.7190000000000001,0.5,0.6,0.3,3.3,1.5,0.5,0.2,0.1,0.5
Damyean Dotson,SG,CLE,40,12.4,0.406,1.6,4.0,0.62,0.3,0.5,0.6,4.2,1.3,1.3,0.2,0.1,0.6
Miles McBride,PG,NYK,22,10.0,0.419,1.1,2.7,0.755,0.4,0.5,0.2,2.8,1.1,0.9,0.3,0.1,0.7
Wes Iwundu,"SG,SF",CHA,20,8.4,0.421,0.8,2.0,0.825,0.7,0.8,0.2,2.5,1.1,0.5,0.2,0.1,0.2
Luka Samanic,PF,SAS,45,10.2,0.438,1.5,3.5,0.551,0.5,1.0,0.4,4.0,2.3,0.5,0.2,0.2,0.7
Bruno Fernando,C,BOS,12,8.1,0.498,1.1,2.3,0.544,0.3,0.6,0.1,2.7,2.2,0.6,0.2,0.2,0.5
Usman Garuba,PF,HOU,50,14.8,0.402,1.3,3.1,0.446,0.3,0.7,0.2,3.0,2.6,0.4,0.4,0.2,0.8
Kevin Knox II,"SF,PF",NYK,36,8.0,0.384,0.9,2.5,0.8059999999999999,0.3,0.4,0.6,2.8,1.1,0.4,0.2,0.1,0.3
Ayo Dosunmu,PG,CHI,10,10.0,0.438,1.2,2.7,0.745,0.4,0.5,0.2,3.0,1.3,0.8,0.2,0.0,0.6
Joshua Primo,SG,SAS,40,12.4,0.415,1.6,4.0,0.774,0.2,0.3,0.5,4.0,1.0,0.3,0.2,0.1,0.8
Sharife Cooper,PG,ATL,20,10.1,0.379,1.5,3.9,0.825,0.3,0.4,0.2,3.5,1.5,1.1,0.2,0.1,1.0
Romeo Langford,SG,BOS,20,12.1,0.362,0.9,2.5,0.722,0.4,0.5,0.2,2.4,1.5,0.5,0.2,0.2,0.5
Sam Dekker,"SF,PF",TOR,10,9.7,0.465,1.2,2.6,0.616,0.5,0.7,0.3,3.2,1.5,0.4,0.2,0.1,0.9
Kris Dunn,"PG,SG",BOS,30,8.2,0.101,0.4,3.8,0.802,1.0,1.3,0.0,1.8,1.9,0.6,0.6,0.6,1.0
Jalen Smith,PF,PHX,35,7.5,0.419,1.0,2.5,0.667,0.3,0.4,0.3,2.6,1.8,0.1,0.0,0.3,0.4
CJ Elleby,SF,POR,15,6.0,0.391,0.9,2.3,0.6,0.3,0.5,0.3,2.4,1.1,0.2,0.3,0.1,0.2
Frank Ntilikina,"PG,SG",FA,30,7.6,0.376,0.7,1.9,0.34,0.2,0.5,0.5,2.1,0.7,0.5,0.4,0.1,0.2
Vernon Carey Jr,C,CHA,10,6.2,0.476,1.0,2.1,0.62,0.3,0.5,0.1,2.4,1.3,0.2,0.1,0.2,0.3
